Species	Molecular weight	Collision diameter	kb* inverse  Collision energy (k/eps)
ic9h19cho	0.156	6.68e-10	0.00145749223885383
c10o4-5	0.156	6.69e-10	0.00141860069227714
c10h20o1-4-2	0.156	6.4e-10	0.00153176888671037
nc11h24	0.156	6.8e-10	0.0013259082471493
c10h21o-6-2	0.157	6.4e-10	0.00153176888671037
c10h21o-8-2	0.157	6.4e-10	0.00153176888671037
c10h21o-7-2	0.157	6.4e-10	0.00153176888671037
c9ooh6-2g	0.159	6.4e-10	0.00153176888671037
c9ooh3-5	0.159	6.49e-10	0.00151768098345728
c9h19oo-1-2	0.159	6.4e-10	0.00153176888671037
c9ooh2-6	0.159	6.49e-10	0.00151768098345728
c9h19oo-5-2	0.159	6.4e-10	0.00153176888671037
c9ooh7-2f	0.159	6.4e-10	0.00153176888671037
c9ooh6-2d	0.159	6.4e-10	0.00153176888671037
c9ooh5-1	0.159	6.49e-10	0.00151768098345728
c9ooh3-2a	0.159	6.4e-10	0.00153176888671037
c9ooh1-3	0.159	6.49e-10	0.00151768098345728
c9ooh4-7	0.159	6.49e-10	0.00151768098345728
c9ooh1-4	0.159	6.49e-10	0.00151768098345728
c9ooh8-2e	0.159	6.4e-10	0.00153176888671037
c9ooh2-5	0.159	6.49e-10	0.00151768098345728
c9ooh2-3	0.159	6.49e-10	0.00151768098345728
c9ooh3-2f	0.159	6.4e-10	0.00153176888671037
c9ooh4-2f	0.159	6.4e-10	0.00153176888671037
c9ooh1-2b	0.159	6.4e-10	0.00153176888671037
c9ooh1-5	0.159	6.49e-10	0.00151768098345728
c9ooh4-2c	0.159	6.4e-10	0.00153176888671037
c8ket4-6-2	0.16	6.24e-10	0.00167768345468577
c8ket3-5-2	0.16	6.24e-10	0.00167768345468577
c8ket3-6-2	0.16	6.24e-10	0.00167768345468577
c8ket1-1-2	0.16	6.24e-10	0.00167768345468577
c8ket3-2-2	0.16	6.24e-10	0.00167768345468577
c9h19ooh-3-2	0.16	6.4e-10	0.00153176888671037
c8ket4-2	0.16	6.27e-10	0.00163174727498205
c8ket1-2-2	0.16	6.24e-10	0.00167768345468577
c8ket6-5-2	0.16	6.24e-10	0.00167768345468577
c9h19ooh-1-2	0.16	6.4e-10	0.00153176888671037
c9h19o2h-5	0.16	6.49e-10	0.00151768098345728
c9h19ooh-4-2	0.16	6.4e-10	0.00153176888671037
c8ket7-4-2	0.16	6.24e-10	0.00167768345468577
c8ket5-7-2	0.16	6.24e-10	0.00167768345468577
c8ket4-8	0.16	6.27e-10	0.00163174727498205
c8ket7-3-2	0.16	6.24e-10	0.00167768345468577
c8ket1-5	0.16	6.27e-10	0.00163174727498205
c8ket3-1-2	0.16	6.24e-10	0.00167768345468577
c7h14ooh1-5o2	0.163	7.229e-10	0.00166500166500167
c7ooh5-oo1-2	0.163	5.99e-10	0.00182865502422968
c7ooh2-oo1-2	0.163	5.99e-10	0.00182865502422968
c7ooh3-oo4-2	0.163	5.99e-10	0.00182865502422968
c7ooh3-oo1-2	0.163	5.99e-10	0.00182865502422968
c7ooh6-oo2-2	0.163	5.99e-10	0.00182865502422968
c7ooh4-oo1-2	0.163	5.99e-10	0.00182865502422968
c7h14ooh1-4o2	0.163	7.229e-10	0.00166500166500167
c7h14ooh2-3o2	0.163	7.229e-10	0.00166500166500167
c7ooh2-oo4-2	0.163	5.99e-10	0.00182865502422968
c7h14ooh1-2o2	0.163	7.229e-10	0.00166500166500167
c7h14ooh2-6o2	0.163	7.229e-10	0.00166500166500167
nc8h17coc2h3	0.168	7.11e-10	0.00119937152931864
c12h24-3-2	0.168	7.12e-10	0.00119935714457051
c12h24-8-2	0.168	7.12e-10	0.00119935714457051
c12h24-1-2	0.168	7.12e-10	0.00119935714457051
c12h24-10-2	0.168	7.12e-10	0.00119935714457051
ic8h17coc2h4p	0.169	6.87e-10	0.0013674839662505
nc8h17coc2h4p	0.169	6.87e-10	0.0013674839662505
nc7h15coc3h6p	0.169	7.11e-10	0.00119937152931864
c12h25-6	0.169	7.06e-10	0.0012671701556085
c12h25-2a	0.169	7.12e-10	0.00119935714457051
c12h25-1	0.169	7.06e-10	0.0012671701556085
c12h25-4	0.169	7.06e-10	0.0012671701556085
c11h22o1-2-2	0.17	6.68e-10	0.00145747099632717
c11h22o1-5-2	0.17	6.68e-10	0.00145747099632717
c11o1-2	0.17	6.8e-10	0.0013259082471493
c11o3-6	0.17	6.8e-10	0.0013259082471493
c11o4-7	0.17	6.8e-10	0.0013259082471493
c11o4-8	0.17	6.8e-10	0.0013259082471493
c11o1-3	0.17	6.8e-10	0.0013259082471493
c11h22o5-6-2	0.17	6.68e-10	0.00145747099632717
c11h22o6-9-2	0.17	6.68e-10	0.00145747099632717
c11h22o3-6-2	0.17	6.68e-10	0.00145747099632717
c11h22o7-9-2	0.17	6.68e-10	0.00145747099632717
c11h22o1-4-2	0.17	6.68e-10	0.00145747099632717
ic10h21cho	0.17	6.87e-10	0.0013674839662505
c11h23o-6	0.171	6.8e-10	0.0013259082471493
c11h23o-3-2	0.171	6.68e-10	0.00145747099632717
c11h23o-2	0.171	6.8e-10	0.0013259082471493
c11h23o-1-2	0.171	6.68e-10	0.00145747099632717
c10ooh4-2e	0.173	6.4e-10	0.00153176888671037
c10ooh5-2d	0.173	6.4e-10	0.00153176888671037
c10ooh8-2d	0.173	6.4e-10	0.00153176888671037
c10ooh6-2e	0.173	6.4e-10	0.00153176888671037
c10ooh5-2i	0.173	6.4e-10	0.00153176888671037
c10ooh4-6	0.173	6.69e-10	0.00141860069227714
c10ooh3-2e	0.173	6.4e-10	0.00153176888671037
c10ooh1-2d	0.173	6.4e-10	0.00153176888671037
c10ooh4-2b	0.173	6.4e-10	0.00153176888671037
c10ooh5-6	0.173	6.69e-10	0.00141860069227714
c10h21oo-1-2	0.173	6.4e-10	0.00153176888671037
c10ooh2-4	0.173	6.69e-10	0.00141860069227714
c10ooh6-2i	0.173	6.4e-10	0.00153176888671037
c10ooh4-1	0.173	6.69e-10	0.00141860069227714
c10ooh3-5	0.173	6.69e-10	0.00141860069227714
c10ooh5-4	0.173	6.69e-10	0.00141860069227714
c10ooh9-2h	0.173	6.4e-10	0.00153176888671037
c10ooh3-6	0.173	6.69e-10	0.00141860069227714
c10ooh4-2g	0.173	6.4e-10	0.00153176888671037
c10ooh4-7	0.173	6.69e-10	0.00141860069227714
c10ooh5-9	0.173	6.69e-10	0.00141860069227714
c10ooh1-4	0.173	6.69e-10	0.00141860069227714
c10ooh2-6	0.173	6.69e-10	0.00141860069227714
c9ket3-2	0.174	6.49e-10	0.00151768098345728
c9ket8-7-2	0.174	6.4e-10	0.00153176888671037
c9ket4-8-2	0.174	6.4e-10	0.00153176888671037
c9ket4-7	0.174	6.49e-10	0.00151768098345728
c10h21o2h-1	0.174	6.69e-10	0.00141860069227714
c10h21o2h-5	0.174	6.69e-10	0.00141860069227714
c9ket8-4-2	0.174	6.4e-10	0.00153176888671037
c9ket4-1-2	0.174	6.4e-10	0.00153176888671037
c10h21ooh-6-2	0.174	6.4e-10	0.00153176888671037
c9ket2-5	0.174	6.49e-10	0.00151768098345728
c9ket2-6	0.174	6.49e-10	0.00151768098345728
c10h21ooh-7-2	0.174	6.4e-10	0.00153176888671037
c9ket4-8	0.174	6.49e-10	0.00151768098345728
c10h21ooh-3-2	0.174	6.4e-10	0.00153176888671037
c9ket5-3	0.174	6.49e-10	0.00151768098345728
c9ket1-5-2	0.174	6.4e-10	0.00153176888671037
c10ooh3-2	0.174	6.69e-10	0.00141860069227714
c9ket4-6-2	0.174	6.4e-10	0.00153176888671037
c9ket1-4-2	0.174	6.4e-10	0.00153176888671037
c9ket3-4-2	0.174	6.4e-10	0.00153176888671037
c10ooh5-2	0.174	6.69e-10	0.00141860069227714
c8ooh4-oo2-2	0.177	6.24e-10	0.00167768345468577
c8ooh4-5o2	0.177	6.27e-10	0.00163174727498205
c8ooh2-4o2	0.177	6.27e-10	0.00163174727498205
c8ooh2-1o2	0.177	6.27e-10	0.00163174727498205
c8ooh2-3o2	0.177	6.27e-10	0.00163174727498205
c8ooh6-oo5-2	0.177	6.24e-10	0.00167768345468577
c8ooh3-6o2	0.177	6.27e-10	0.00163174727498205
c8ooh3-1o2	0.177	6.27e-10	0.00163174727498205
c8ooh7-oo5-2	0.177	6.24e-10	0.00167768345468577
c8ooh5-oo1-2	0.177	6.24e-10	0.00167768345468577
c8ooh5-oo7-2	0.177	6.24e-10	0.00167768345468577
c8ooh6-oo7-2	0.177	6.24e-10	0.00167768345468577
c8ooh3-4o2	0.177	6.27e-10	0.00163174727498205
c8ooh7-oo4-2	0.177	6.24e-10	0.00167768345468577
c8ooh1-oo4-2	0.177	6.24e-10	0.00167768345468577
c13h25-1-2	0.181	7.24e-10	0.00113428840416964
nc10h21chco	0.182	7.24e-10	0.00113430127041742
c13h26-6-2	0.182	7.24e-10	0.00113428840416964
c13h26-3-2	0.182	7.24e-10	0.00113428840416964
c13h26-4	0.182	7.1e-10	0.00118427285646613
ic11h23co	0.183	7.11e-10	0.00119937152931864
nc10h21coch2	0.183	7.24e-10	0.00113430127041742
ic8h17coc3h6p	0.183	7.11e-10	0.00119937152931864
ic9h19coc2h4p	0.183	7.11e-10	0.00119937152931864
c13h27-2g	0.183	7.24e-10	0.00113428840416964
c13h27-2a	0.183	7.24e-10	0.00113428840416964
c13h27-6	0.183	7.27e-10	0.00120989207762668
c13h27-2l	0.183	7.24e-10	0.00113428840416964
nc11h23cho	0.184	6.8e-10	0.0013259082471493
c12o6-7	0.184	7.06e-10	0.0012671701556085
c12h24o5-6-2	0.184	7.12e-10	0.00119935714457051
c12o3-6	0.184	7.06e-10	0.0012671701556085
c12o2-6	0.184	7.06e-10	0.0012671701556085
c12o5-7	0.184	7.06e-10	0.0012671701556085
c12h24o1-2-2	0.184	7.12e-10	0.00119935714457051
c12h24o7-11-2	0.184	7.12e-10	0.00119935714457051
ic11h23cho	0.184	7.11e-10	0.00119937152931864
nc13h28	0.184	7.27e-10	0.00120989207762668
c12h24o6-10-2	0.184	7.12e-10	0.00119935714457051
c12h24o9-10-2	0.184	7.12e-10	0.00119935714457051
c13h28-2	0.184	7.24e-10	0.00113428840416964
c12h24o2-5-2	0.184	7.12e-10	0.00119935714457051
c12o1-2	0.184	7.06e-10	0.0012671701556085
c12h25o-3-2	0.185	7.12e-10	0.00119935714457051
c12h25o-8-2	0.185	7.12e-10	0.00119935714457051
c12h25o-4	0.185	7.06e-10	0.0012671701556085
c12h25o-6-2	0.185	7.12e-10	0.00119935714457051
c11h23o2-4	0.187	6.8e-10	0.0013259082471493
c11ooh8-2j	0.187	6.68e-10	0.00145747099632717
c11ooh10-2g	0.187	6.68e-10	0.00145747099632717
c11ooh3-4	0.187	6.8e-10	0.0013259082471493
c11ooh4-2g	0.187	6.68e-10	0.00145747099632717
c11ooh5-1	0.187	6.8e-10	0.0013259082471493
c11h23oo-4-2	0.187	6.68e-10	0.00145747099632717
c11ooh4-2c	0.187	6.68e-10	0.00145747099632717
c11ooh7-2d	0.187	6.68e-10	0.00145747099632717
c11h23oo-7-2	0.187	6.68e-10	0.00145747099632717
c11ooh6-2h	0.187	6.68e-10	0.00145747099632717
c11ooh1-2b	0.187	6.68e-10	0.00145747099632717
c11ooh3-7	0.187	6.8e-10	0.0013259082471493
c11h23o2-1	0.187	6.8e-10	0.0013259082471493
c11ooh3-1	0.187	6.8e-10	0.0013259082471493
c11ooh1-3	0.187	6.8e-10	0.0013259082471493
c11ooh6-5	0.187	6.8e-10	0.0013259082471493
c11ooh5-2d	0.187	6.68e-10	0.00145747099632717
c11ooh6-3	0.187	6.8e-10	0.0013259082471493
c11ooh8-2e	0.187	6.68e-10	0.00145747099632717
c11ooh5-8	0.187	6.8e-10	0.0013259082471493
c11ooh10-2f	0.187	6.68e-10	0.00145747099632717
c11ooh4-2h	0.187	6.68e-10	0.00145747099632717
c11ooh4-1	0.187	6.8e-10	0.0013259082471493
c11ooh1-2d	0.187	6.68e-10	0.00145747099632717
c11h23oo-9-2	0.187	6.68e-10	0.00145747099632717
c10ket8-7-2	0.188	6.4e-10	0.00153176888671037
c11h23ooh-10-2	0.188	6.68e-10	0.00145747099632717
c10ket5-7	0.188	6.69e-10	0.00141860069227714
c10ket2-6	0.188	6.69e-10	0.00141860069227714
c11ooh3-2	0.188	6.8e-10	0.0013259082471493
c10ket1-5-2	0.188	6.4e-10	0.00153176888671037
c10ket9-5-2	0.188	6.4e-10	0.00153176888671037
c10ket4-6-2	0.188	6.4e-10	0.00153176888671037
c10ket5-6-2	0.188	6.4e-10	0.00153176888671037
c11ooh4-2	0.188	6.8e-10	0.0013259082471493
c10ket1-2-2	0.188	6.4e-10	0.00153176888671037
c10ket3-2-2	0.188	6.4e-10	0.00153176888671037
c10ket1-1-2	0.188	6.4e-10	0.00153176888671037
c10ket5-7-2	0.188	6.4e-10	0.00153176888671037
c10ket3-4-2	0.188	6.4e-10	0.00153176888671037
c10ket5-6	0.188	6.69e-10	0.00141860069227714
c10ket4-6	0.188	6.69e-10	0.00141860069227714
c10ket5-1	0.188	6.69e-10	0.00141860069227714
c11ooh6-2	0.188	6.8e-10	0.0013259082471493
c11h23ooh-5-2	0.188	6.68e-10	0.00145747099632717
c10ket6-4-2	0.188	6.4e-10	0.00153176888671037
c10ket7-9-2	0.188	6.4e-10	0.00153176888671037
c11h23o2h-6	0.188	6.8e-10	0.0013259082471493
c10ket8-5-2	0.188	6.4e-10	0.00153176888671037
c10ket3-7-2	0.188	6.4e-10	0.00153176888671037
c9ooh7-oo6-2	0.191	6.4e-10	0.00153176888671037
c9ooh5-oo3-2	0.191	6.4e-10	0.00153176888671037
c9ooh4-2o2	0.191	6.49e-10	0.00151768098345728
c9ooh5-3o2	0.191	6.49e-10	0.00151768098345728
c9ooh2-oo6-2	0.191	6.4e-10	0.00153176888671037
c9ooh3-oo4-2	0.191	6.4e-10	0.00153176888671037
c9ooh3-7o2	0.191	6.49e-10	0.00151768098345728
c9ooh4-1o2	0.191	6.49e-10	0.00151768098345728
c9ooh4-oo2-2	0.191	6.4e-10	0.00153176888671037
c9ooh1-5o2	0.191	6.49e-10	0.00151768098345728
c9ooh2-4o2	0.191	6.49e-10	0.00151768098345728
c9ooh2-3o2	0.191	6.49e-10	0.00151768098345728
c9ooh4-oo5-2	0.191	6.4e-10	0.00153176888671037
c9ooh3-5o2	0.191	6.49e-10	0.00151768098345728
c9ooh6-oo5-2	0.191	6.4e-10	0.00153176888671037
c9ooh2-oo4-2	0.191	6.4e-10	0.00153176888671037
c9ooh4-3o2	0.191	6.49e-10	0.00151768098345728
c9ooh8-oo6-2	0.191	6.4e-10	0.00153176888671037
c14h28-5	0.196	7.32e-10	0.00113779881441364
c14h28-1-2	0.196	7.36e-10	0.00107580093379521
c14h28-2-2	0.196	7.36e-10	0.00107580093379521
c14h28-10-2	0.196	7.36e-10	0.00107580093379521
c14h28-11-2	0.196	7.36e-10	0.00107580093379521
c14h28-5-2	0.196	7.36e-10	0.00107580093379521
nc11h23coch2	0.197	7.35e-10	0.00107581250739621
nc10h21coc2h4p	0.197	7.24e-10	0.00113430127041742
c14h29-2g	0.197	7.36e-10	0.00107580093379521
c14h29-2i	0.197	7.36e-10	0.00107580093379521
c14h29-1	0.197	7.48e-10	0.00116661611330176
ic12h25co	0.197	7.24e-10	0.00113430127041742
c14h29-5	0.197	7.48e-10	0.00116661611330176
ic12h25cho	0.198	7.24e-10	0.00113430127041742
c13h26o7-11-2	0.198	7.24e-10	0.00113428840416964
c13o4-5	0.198	7.27e-10	0.00120989207762668
nc12h25cho	0.198	7.06e-10	0.0012671701556085
c13o1-2	0.198	7.27e-10	0.00120989207762668
c13o2-4	0.198	7.27e-10	0.00120989207762668
c13h26o1-3-2	0.198	7.24e-10	0.00113428840416964
c13o1-5	0.198	7.27e-10	0.00120989207762668
c13h26o9-12-2	0.198	7.24e-10	0.00113428840416964
c13o3-6	0.198	7.27e-10	0.00120989207762668
c13h26o8-11-2	0.198	7.24e-10	0.00113428840416964
c13h26o7-9-2	0.198	7.24e-10	0.00113428840416964
c13h26o8-9-2	0.198	7.24e-10	0.00113428840416964
c13h26o11-12-2	0.198	7.24e-10	0.00113428840416964
c13h26o8-10-2	0.198	7.24e-10	0.00113428840416964
c13o4-7	0.198	7.27e-10	0.00120989207762668
c13h26o4-5-2	0.198	7.24e-10	0.00113428840416964
c13h27o-2-2	0.199	7.24e-10	0.00113428840416964
c13h27o-1	0.199	7.27e-10	0.00120989207762668
c13h27o-1-2	0.199	7.24e-10	0.00113428840416964
c13h27o-3	0.199	7.27e-10	0.00120989207762668
c12ooh3-6	0.201	7.06e-10	0.0012671701556085
c12ooh6-2e	0.201	7.12e-10	0.00119935714457051
c12ooh7-2k	0.201	7.12e-10	0.00119935714457051
c12h25oo-4-2	0.201	7.12e-10	0.00119935714457051
c12ooh1-2a	0.201	7.12e-10	0.00119935714457051
c12ooh7-2i	0.201	7.12e-10	0.00119935714457051
c12h25o2-1	0.201	7.06e-10	0.0012671701556085
c12ooh7-2f	0.201	7.12e-10	0.00119935714457051
c12h25oo-11-2	0.201	7.12e-10	0.00119935714457051
c12ooh6-9	0.201	7.06e-10	0.0012671701556085
c12ooh6-7	0.201	7.06e-10	0.0012671701556085
c12ooh11-2g	0.201	7.12e-10	0.00119935714457051
c12ooh2-2a	0.201	7.12e-10	0.00119935714457051
c12ooh1-3	0.201	7.06e-10	0.0012671701556085
c12ooh3-2b	0.201	7.12e-10	0.00119935714457051
c12ooh5-4	0.201	7.06e-10	0.0012671701556085
c12ooh9-2j	0.201	7.12e-10	0.00119935714457051
c12ooh3-4	0.201	7.06e-10	0.0012671701556085
c12ooh11-2i	0.201	7.12e-10	0.00119935714457051
c12ooh1-4	0.201	7.06e-10	0.0012671701556085
c12ooh5-7	0.201	7.06e-10	0.0012671701556085
c12ooh3-2a	0.201	7.12e-10	0.00119935714457051
c12ooh2-6	0.201	7.06e-10	0.0012671701556085
c12ooh3-2f	0.201	7.12e-10	0.00119935714457051
c12ooh6-2d	0.201	7.12e-10	0.00119935714457051
c12ooh5-2g	0.201	7.12e-10	0.00119935714457051
c12ooh7-2h	0.201	7.12e-10	0.00119935714457051
c12ooh4-2g	0.201	7.12e-10	0.00119935714457051
c12ooh1-2d	0.201	7.12e-10	0.00119935714457051
c12ooh4-2e	0.201	7.12e-10	0.00119935714457051
c11ket1-5-2	0.202	6.68e-10	0.00145747099632717
c11ket6-2-2	0.202	6.68e-10	0.00145747099632717
c11ket4-5	0.202	6.8e-10	0.0013259082471493
c11ket9-8-2	0.202	6.68e-10	0.00145747099632717
c11ket3-7	0.202	6.8e-10	0.0013259082471493
c12ooh5-2	0.202	7.06e-10	0.0012671701556085
c11ket4-6	0.202	6.8e-10	0.0013259082471493
c11ket2-1	0.202	6.8e-10	0.0013259082471493
c12h25ooh-3-2	0.202	7.12e-10	0.00119935714457051
c11ket8-4-2	0.202	6.68e-10	0.00145747099632717
c11ket5-8	0.202	6.8e-10	0.0013259082471493
c11ket5-6	0.202	6.8e-10	0.0013259082471493
c11ket7-9-2	0.202	6.68e-10	0.00145747099632717
c11ket6-8-2	0.202	6.68e-10	0.00145747099632717
c11ket7-8-2	0.202	6.68e-10	0.00145747099632717
c11ket1-2	0.202	6.8e-10	0.0013259082471493
c11ket6-5-2	0.202	6.68e-10	0.00145747099632717
c11ket5-2-2	0.202	6.68e-10	0.00145747099632717
c11ket9-7-2	0.202	6.68e-10	0.00145747099632717
c11ket4-7-2	0.202	6.68e-10	0.00145747099632717
c12h25o2h-1	0.202	7.06e-10	0.0012671701556085
c11ket2-4	0.202	6.8e-10	0.0013259082471493
c11ket5-4-2	0.202	6.68e-10	0.00145747099632717
c12h25ooh-10-2	0.202	7.12e-10	0.00119935714457051
c11ket5-9-2	0.202	6.68e-10	0.00145747099632717
c11ket6-7-2	0.202	6.68e-10	0.00145747099632717
c12h25ooh-7-2	0.202	7.12e-10	0.00119935714457051
c11ket4-5-2	0.202	6.68e-10	0.00145747099632717
c10ooh1-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh6-oo7-2	0.205	6.4e-10	0.00153176888671037
c10ooh4-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh2-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-oo4-2	0.205	6.4e-10	0.00153176888671037
c10ooh4-1o2	0.205	6.69e-10	0.00141860069227714
c10ooh4-8o2	0.205	6.69e-10	0.00141860069227714
c10ooh6-oo4-2	0.205	6.4e-10	0.00153176888671037
c10ooh3-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh8-oo9-2	0.205	6.4e-10	0.00153176888671037
c10ooh7-oo8-2	0.205	6.4e-10	0.00153176888671037
c10ooh1-4o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-9o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-7o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-oo1-2	0.205	6.4e-10	0.00153176888671037
c10ooh4-oo7-2	0.205	6.4e-10	0.00153176888671037
c10ooh9-oo7-2	0.205	6.4e-10	0.00153176888671037
c10ooh2-1o2	0.205	6.69e-10	0.00141860069227714
c10ooh4-6o2	0.205	6.69e-10	0.00141860069227714
c10ooh4-oo2-2	0.205	6.4e-10	0.00153176888671037
c10ooh5-oo2-2	0.205	6.4e-10	0.00153176888671037
c15h30-4	0.21	7.38e-10	0.00108105770686039
c15h30-12-2	0.21	7.46e-10	0.00102285047971688
c15h30-2	0.21	7.38e-10	0.00108105770686039
c15h30-4-2	0.21	7.46e-10	0.00102285047971688
c15h30-10-2	0.21	7.46e-10	0.00102285047971688
nc12h25chco	0.21	7.46e-10	0.00102285047971688
c15h31-5	0.211	7.58e-10	0.00110513112380784
c15h31-8	0.211	7.58e-10	0.00110513112380784
c15h31-2	0.211	7.58e-10	0.00110513112380784
c15h31-2h	0.211	7.46e-10	0.00102285047971688
c15h31-4	0.211	7.58e-10	0.00110513112380784
nc12h25coch2	0.211	7.46e-10	0.00102285047971688
ic11h23coc2h4p	0.211	7.35e-10	0.00107581250739621
nc10h21coc3h6p	0.211	7.46e-10	0.00102285047971688
c15h32-2	0.212	7.46e-10	0.00102285047971688
c14h28o2-5-2	0.212	7.36e-10	0.00107580093379521
c14h28o9-13-2	0.212	7.36e-10	0.00107580093379521
c14h28o3-5-2	0.212	7.36e-10	0.00107580093379521
c14h28o10-12-2	0.212	7.36e-10	0.00107580093379521
c14h28o6-10-2	0.212	7.36e-10	0.00107580093379521
c14o1-3	0.212	7.48e-10	0.00116661611330176
c14h28o11-12-2	0.212	7.36e-10	0.00107580093379521
c14h28o2-3-2	0.212	7.36e-10	0.00107580093379521
c14h28o1-4-2	0.212	7.36e-10	0.00107580093379521
c14h28o5-8-2	0.212	7.36e-10	0.00107580093379521
c14o2-3	0.212	7.48e-10	0.00116661611330176
c14h28o1-2-2	0.212	7.36e-10	0.00107580093379521
c14h28o12-13-2	0.212	7.36e-10	0.00107580093379521
c14o4-6	0.212	7.48e-10	0.00116661611330176
c14h28o10-13-2	0.212	7.36e-10	0.00107580093379521
ic13h27cho	0.212	7.35e-10	0.00107581250739621
c14h28o6-7-2	0.212	7.36e-10	0.00107580093379521
c14h29o-9-2	0.213	7.36e-10	0.00107580093379521
c14h29o-10-2	0.213	7.36e-10	0.00107580093379521
c14h29o-8-2	0.213	7.36e-10	0.00107580093379521
c14h29o-6-2	0.213	7.36e-10	0.00107580093379521
c14h29o-2-2	0.213	7.36e-10	0.00107580093379521
c13ooh2-3	0.215	7.27e-10	0.00120989207762668
c13ooh9-2k	0.215	7.24e-10	0.00113428840416964
c13h27o2-7	0.215	7.27e-10	0.00120989207762668
c13ooh3-4	0.215	7.27e-10	0.00120989207762668
c13h27oo-10-2	0.215	7.24e-10	0.00113428840416964
c13h27o2-4	0.215	7.27e-10	0.00120989207762668
c13ooh4-3	0.215	7.27e-10	0.00120989207762668
c13ooh7-2i	0.215	7.24e-10	0.00113428840416964
c13ooh6-2h	0.215	7.24e-10	0.00113428840416964
c13ooh1-4	0.215	7.27e-10	0.00120989207762668
c13ooh5-2h	0.215	7.24e-10	0.00113428840416964
c13ooh6-3	0.215	7.27e-10	0.00120989207762668
c13ooh4-2h	0.215	7.24e-10	0.00113428840416964
c13h27oo-2-2	0.215	7.24e-10	0.00113428840416964
c13ooh7-2k	0.215	7.24e-10	0.00113428840416964
c13h27o2-1	0.215	7.27e-10	0.00120989207762668
c13ooh5-7	0.215	7.27e-10	0.00120989207762668
c13ooh7-2c	0.215	7.24e-10	0.00113428840416964
c13ooh6-2g	0.215	7.24e-10	0.00113428840416964
c13ooh1-2d	0.215	7.24e-10	0.00113428840416964
c13ooh7-5	0.215	7.27e-10	0.00120989207762668
c13ooh9-2j	0.215	7.24e-10	0.00113428840416964
c13ooh10-2i	0.215	7.24e-10	0.00113428840416964
c13h27oo-3-2	0.215	7.24e-10	0.00113428840416964
c13ooh2-5	0.215	7.27e-10	0.00120989207762668
c13ooh8-2d	0.215	7.24e-10	0.00113428840416964
c13ooh2-1	0.215	7.27e-10	0.00120989207762668
c13ooh12-2i	0.215	7.24e-10	0.00113428840416964
c13ooh9-2g	0.215	7.24e-10	0.00113428840416964
c13ooh7-2f	0.215	7.24e-10	0.00113428840416964
c13ooh3-2d	0.215	7.24e-10	0.00113428840416964
c13ooh1-2e	0.215	7.24e-10	0.00113428840416964
c13ooh4-2g	0.215	7.24e-10	0.00113428840416964
c13h27ooh-4-2	0.216	7.24e-10	0.00113428840416964
c13h27o2h-1	0.216	7.27e-10	0.00120989207762668
c13h27ooh-9-2	0.216	7.24e-10	0.00113428840416964
c13h27o2h-3	0.216	7.27e-10	0.00120989207762668
c13h27o2h-5	0.216	7.27e-10	0.00120989207762668
c13h27o2h-2	0.216	7.27e-10	0.00120989207762668
c12ket3-5-2	0.216	7.12e-10	0.00119935714457051
c12ket9-10-2	0.216	7.12e-10	0.00119935714457051
c12ket4-3	0.216	7.06e-10	0.0012671701556085
c12ket3-1-2	0.216	7.12e-10	0.00119935714457051
c12ket7-4-2	0.216	7.12e-10	0.00119935714457051
c12ket5-8	0.216	7.06e-10	0.0012671701556085
c12ket4-8-2	0.216	7.12e-10	0.00119935714457051
c12ket5-2	0.216	7.06e-10	0.0012671701556085
c12ket7-9-2	0.216	7.12e-10	0.00119935714457051
c12ket3-7-2	0.216	7.12e-10	0.00119935714457051
c12ket11-7-2	0.216	7.12e-10	0.00119935714457051
c12ket5-8-2	0.216	7.12e-10	0.00119935714457051
c12ket3-4-2	0.216	7.12e-10	0.00119935714457051
c12ket5-9-2	0.216	7.12e-10	0.00119935714457051
c12ket4-6-2	0.216	7.12e-10	0.00119935714457051
c12ket6-7	0.216	7.06e-10	0.0012671701556085
c12ket4-8	0.216	7.06e-10	0.0012671701556085
c12ket4-5	0.216	7.06e-10	0.0012671701556085
c12ket7-11-2	0.216	7.12e-10	0.00119935714457051
c12ket6-3-2	0.216	7.12e-10	0.00119935714457051
c12ket8-5-2	0.216	7.12e-10	0.00119935714457051
c12ket8-7-2	0.216	7.12e-10	0.00119935714457051
c12ket6-5	0.216	7.06e-10	0.0012671701556085
c12ket5-6-2	0.216	7.12e-10	0.00119935714457051
c12ket1-5	0.216	7.06e-10	0.0012671701556085
c12ket10-7-2	0.216	7.12e-10	0.00119935714457051
c11ooh6-2o2	0.219	6.8e-10	0.0013259082471493
c11ooh3-5o2	0.219	6.8e-10	0.0013259082471493
c11ooh6-5o2	0.219	6.8e-10	0.0013259082471493
c11ooh3-7o2	0.219	6.8e-10	0.0013259082471493
c11ooh3-4o2	0.219	6.8e-10	0.0013259082471493
c11ooh7-oo4-2	0.219	6.68e-10	0.00145747099632717
